El Tejar,-3844,-1074,1771.0
Escuintla,-3940,-1073,349.0
Ciudad Vieja,-3884,-1072,1503.0
Jocotenango,-3864,-1071,1570.0
Antigua Guatemala,-3873,-1070,1578.0
Sumpango,-3845,-1069,1880.0
Santa Maria de Jesus,-3886,-1068,1656.0
Palin,-3914,-1067,1138.0
Santa Lucia Milpas Altas,-3866,-1066,1939.0
Santiago Sacatepequez,-3847,-1065,2013.0
San Lucas Sacatepequez,-3855,-1064,2087.0
San Pedro Sacatepequez,-3835,-1063,2096.0
San Juan Sacatepequez,-3824,-1062,1802.0
Amatitlan,-3892,-1061,1211.0
Mixco,-3851,-1060,1692.0
Villa Nueva,-3883,-1059,1363.0
Petapa,-3890,-1058,1264.0
Campeche,-3289,-1057,1.0
Villa Canales,-3894,-1056,1277.0
Guatemala City,-3853,-1055,1533.0
Chinautla,-3829,-1054,1233.0
Santa Catarina Pinula,-3868,-1053,1520.0
San Pedro Ayampuc,-3805,-1052,1208.0
Fraijanes,-3901,-1051,1586.0
San Jose Pinula,-3876,-1050,1778.0
San Miguel Chicaj,-3733,-1049,945.0
San Cristobal Verapaz,-3684,-1048,1460.0
Chiquimulilla,-3974,-1047,272.0
Coban,-3673,-1046,1348.0
Barberena,-3939,-1045,1233.0
Palencia,-3840,-1044,1337.0
Puerto Ayora,-5891,-1043,10.0
Cuilapa,-3946,-1042,970.0
Chisec,-3636,-1041,238.0
San Pedro Carcha,-3671,-1040,1278.0
Saint Louis,-1319,-1039,135.0
Sanarate,-3803,-1038,860.0
New Orleans,-2709,-1037,0.0
Guastatoya,-3784,-1036,561.0
New South Memphis,-1980,-1035,74.0
Memphis,-1965,-1034,75.0
San Francisco Menendez,-4028,-1033,252.0
Jalapa,-3850,-1032,1362.0
Tacuba,-4019,-1031,611.0
Jutiapa,-3944,-1030,877.0
San Benito,-3569,-1029,115.0
Flores,-3567,-1028,114.0
Jujutla,-4047,-1027,566.0
Concepcion de Ataco,-4024,-1026,1196.0
Ahuachapan,-4012,-1025,770.0
Guaymango,-4058,-1024,395.0
Acajutla,-4123,-1023,8.0
